"name","engine_source","deck_import_eligible","engine_status","semantic_class","mana_cost","type_line","color_identity","oracle_id","source_name","source_match","in_comparison_universe","source_commander_legality","source_games"
"Apocalypse","oracle-0068","true","certified","spell-template","{2}{R}{R}{R}","Sorcery","R","82c8f5dd-563d-4fd0-bd43-7ee2001d3777","Apocalypse","oracle-id","true","legal","paper,mtgo"
"Apocalypse Demon","oracle-0097","true","certified","creature-template","{4}{B}{B}","Creature — Demon","B","5b8084b2-0c3c-4a54-86dc-41f4fe513e99","Apocalypse Demon","oracle-id","true","legal","paper,mtgo"
"Apocalypse Runner","oracle-0098","true","certified","vehicle-template","{2}{B}{R}","Artifact — Vehicle","BR","0ca1f76d-ae77-490a-8b32-d30ad33afc2d","Apocalypse Runner","oracle-id","true","legal","paper,arena,mtgo"
"Apostle of Invasion","oracle-0098","true","certified","creature-template","{4}{W}{W}","Creature — Phyrexian Angel","W","d56f1543-2b2d-4ce3-bcfe-41224a0cece4","Apostle of Invasion","oracle-id","true","legal","paper,mtgo,arena"
"Apostle of Purifying Light","oracle-0027","true","certified","creature-template","{1}{W}","Creature — Human Cleric","W","0b49dbdc-4f1d-4895-b263-a48c7b7e6b44","Apostle of Purifying Light","oracle-id","true","legal","arena,paper,mtgo"
"Apostle's Blessing","oracle-0098","true","certified","spell-template","{1}{W/P}","Instant","W","ea393815-0202-4edc-aa1e-6885fe9b20ab","Apostle's Blessing","oracle-id","true","legal","paper,mtgo"
"Apothecary Geist","oracle-0047","true","certified","creature-template","{3}{W}","Creature — Spirit","W","3420da71-0af4-46b4-a994-91a82332d0fb","Apothecary Geist","oracle-id","true","legal","paper,mtgo"
"Apothecary Initiate","oracle-0068","true","certified","creature-template","{W}","Creature — Kithkin Cleric","W","a74d80ec-9f42-418d-ab98-897acc23c319","Apothecary Initiate","oracle-id","true","legal","paper,mtgo"
"Apothecary Stomper","oracle-0047","true","certified","creature-template","{4}{G}{G}","Creature — Elephant","G","6a381121-9134-489c-8c7e-44be1936b0e2","Apothecary Stomper","oracle-id","true","legal","paper,arena,mtgo"
"Appa, Aang's Companion","oracle-0098","true","certified","creature-template","{3}{W}","Legendary Creature — Bison Ally","W","215215b8-6ddc-4e94-8640-6d324ff65f9c","Appa, Aang's Companion","oracle-id","true","legal","paper,arena,mtgo"
"Appa, the Vigilant","oracle-0068","true","certified","creature-template","{5}{W}{W}","Legendary Creature — Bison Ally","W","72994a7a-7c0d-4f28-8cc0-28161d098d7f","Appa, the Vigilant","oracle-id","true","legal","paper,arena,mtgo"
"Appeal to Eirdu","oracle-0127","true","certified","spell-template","{3}{W}","Instant","W","cea09261-41a2-43e5-bf43-c4097e6615c6","Appeal to Eirdu","oracle-id","true","legal","paper,arena,mtgo"
"Appendage Amalgam","oracle-0027","true","certified","creature-template","{2}{B}","Enchantment Creature — Horror","B","9fb95813-05e5-4aa0-bab9-53d8a071fe6a","Appendage Amalgam","oracle-id","true","legal","paper,mtgo,arena"
"Appetite for Brains","oracle-0149","true","certified","spell-template","{B}","Sorcery","B","4ffc16e0-1778-4aba-ade3-58146c800f5f","Appetite for Brains","oracle-id","true","legal","paper,mtgo"
"Appetite for the Unnatural","oracle-0027","true","certified","spell-v4-template","{2}{G}","Instant","G","f041b37e-25af-4aff-b7e3-f07a4d5c6f9a","Appetite for the Unnatural","oracle-id","true","legal","paper,mtgo"
"Applied Biomancy","oracle-0027","true","certified","spell-v4-template","{G}{U}","Instant","GU","93ee2ea1-4f9b-47dd-b7d4-b0ed5a26d719","Applied Biomancy","oracle-id","true","legal","arena,paper,mtgo"
"Applied Geometry","oracle-0174","true","certified","spell-template","{2}{G}{U}","Sorcery","GU","88fc179c-055b-47c2-b830-1fd2b1377147","Applied Geometry","oracle-id","true","legal","paper,mtgo,arena"
"Apprentice Sharpshooter","oracle-0027","true","certified","creature-template","{2}{G}","Creature — Human Archer","G","40d6e1ff-995b-42fc-8146-8d5e5f1adcd9","Apprentice Sharpshooter","oracle-id","true","legal","arena,paper,mtgo"
"Apprentice Sorcerer","oracle-0047","true","certified","creature-template","{2}{U}","Creature — Human Wizard Sorcerer","U","e26bf39f-2d1a-4bc1-aed2-d6d4505f1018","Apprentice Sorcerer","oracle-id","true","legal","paper"
"Apprentice Wizard","oracle-0014","true","certified","creature-template","{1}{U}{U}","Creature — Human Wizard","U","d16d2451-1c21-4a6b-8a4a-40ac8cd9fe08","Apprentice Wizard","oracle-id","true","legal","paper,mtgo"
"April O'Neil, Human Element","oracle-0127","true","certified","creature-template","{3}{U}","Legendary Creature — Human Detective","U","020963ef-24c0-48cc-8776-bc257df684bc","April O'Neil, Human Element","oracle-id","true","legal","paper,mtgo"
"April O'Neil, Kunoichi Trainee","oracle-0068","true","certified","creature-template","{1}{W}","Legendary Creature — Human Ninja","W","3f166376-2739-411c-8f42-96f2ef28ef86","April O'Neil, Kunoichi Trainee","oracle-id","true","legal","paper,arena,mtgo"
"April O'Neil, Live on the Scene","legacy","true","certified-legacy","manual","{1}{U}","Legendary Creature — Human Detective","U","4900c157-8d9f-4f92-aaca-5246b6e2832e","April O'Neil, Live on the Scene","canonical-name","true","legal","paper,arena,mtgo"
"April, Reporter of the Weird","oracle-0068","true","certified","creature-template","{2}{U}","Legendary Creature — Human Detective","U","1c371003-e4f0-4d7c-b021-273176772f97","April, Reporter of the Weird","oracle-id","true","legal","paper,arena,mtgo"
"Aquamoeba","oracle-0098","true","certified","creature-template","{1}{U}","Creature — Elemental Beast","U","55de434c-0fb9-4127-81b6-47c1c0b088fe","Aquamoeba","oracle-id","true","legal","paper,mtgo"
"Aquastrand Spider","oracle-0068","true","certified","creature-template","{1}{G}","Creature — Spider Mutant","G","cea79fa0-2a76-41f3-846f-4d1a6ff5f629","Aquastrand Spider","oracle-id","true","legal","paper,mtgo"
"Aquatic Alchemist // Bubble Up","oracle-0098","true","certified","creature-template","{1}{U}","Creature — Elemental // Sorcery — Adventure","U","a78b063a-7f74-465a-9670-34f927f4bfe9","Aquatic Alchemist // Bubble Up","oracle-id","true","legal","paper,arena,mtgo"
"Aquatic Incursion","oracle-0068","true","certified","enchantment-template","{3}{U}","Enchantment","U","e4212b05-d397-49fb-af8b-9e52a60e6d1e","Aquatic Incursion","oracle-id","true","legal","arena,paper,mtgo"
"Aqueous Form","oracle-0068","true","certified","aura-template","{U}","Enchantment — Aura","U","3378fef3-4d8c-4d9e-a338-4abb6f70d410","Aqueous Form","oracle-id","true","legal","paper,mtgo"
"Aquitect's Defenses","oracle-0098","true","certified","aura-template","{1}{U}","Enchantment — Aura","U","b9dee727-8ad8-42e0-93c6-5ef91d3f7309","Aquitect's Defenses","oracle-id","true","legal","paper,arena,mtgo"
"Aquus Steed","oracle-0027","true","certified","creature-template","{3}{U}","Creature — Beast","U","3517abe3-eb18-49af-9f1c-b372d2039d99","Aquus Steed","oracle-id","true","legal","paper,mtgo"
"Araba Mothrider","oracle-0027","true","certified","creature-template","{1}{W}","Creature — Human Samurai","W","d6b54f58-7775-4180-b2e5-1b57da65a409","Araba Mothrider","oracle-id","true","legal","paper,mtgo"
"Arabella, Abandoned Doll","oracle-0149","true","certified","creature-template","{R}{W}","Legendary Artifact Creature — Toy","RW","7c4bbb1b-29c4-4e06-aed0-b361293a585b","Arabella, Abandoned Doll","oracle-id","true","legal","paper,mtgo,arena"
"Arachnoform","oracle-0165","true","certified","aura-template","{1}{G}","Enchantment — Aura","G","2e41ae94-db31-4060-881b-a2f6d834c1ee","Arachnoform","oracle-id","true","legal","arena,paper,mtgo"
"Arachnoid","oracle-0001","true","certified","keyword-only","{6}","Artifact Creature — Spider","","7116db6d-82ea-4675-a0cd-73aaf94be43f","Arachnoid","oracle-id","true","legal","paper,mtgo"
"Arachnoid Adaptation","oracle-0047","true","certified","spell-template","{G}","Instant","G","042cc9d9-ad13-401f-b2f5-c2f1558d7e44","Arachnoid Adaptation","oracle-id","true","legal","paper,arena,mtgo"
"Aradara Express","oracle-0014","true","certified","vehicle-template","{5}","Artifact — Vehicle","","be96b9e1-10ef-4955-8d23-c39384def86d","Aradara Express","oracle-id","true","legal","paper,mtgo"
"Aragorn and Arwen, Wed","oracle-0068","true","certified","creature-template","{4}{G}{W}","Legendary Creature — Human Elf Noble","GW","b8a3440a-03c5-444c-a1de-252524c3db82","Aragorn and Arwen, Wed","oracle-id","true","legal","paper,mtgo,arena"
"Aragorn, King of Gondor","oracle-0098","true","certified","creature-template","{1}{U}{R}{W}","Legendary Creature — Human Noble","RUW","be97c400-c690-426d-a39e-4082080a3823","Aragorn, King of Gondor","oracle-id","true","legal","paper,mtgo"
"Aragorn, the Uniter","oracle-0068","true","certified","creature-template","{R}{G}{W}{U}","Legendary Creature — Human Noble","GRUW","3f31c423-d45c-4c3e-b7d4-ca125be0f92c","Aragorn, the Uniter","oracle-id","true","legal","paper,mtgo,arena"
"Arahbo, the First Fang","oracle-0068","true","certified","creature-template","{2}{W}","Legendary Creature — Cat Avatar","W","dfec65a0-6fb6-463d-aa62-e84a427db217","Arahbo, the First Fang","oracle-id","true","legal","paper,arena,mtgo"
"Arashi, the Sky Asunder","oracle-0068","true","certified","creature-template","{3}{G}{G}","Legendary Creature — Spirit","G","9277b680-a146-4d4f-9649-39cddafdb585","Arashi, the Sky Asunder","oracle-id","true","legal","paper,mtgo"
"Arashin Cleric","oracle-0004","true","certified","creature-template","{1}{W}","Creature — Human Cleric","W","69bcdb42-c170-4848-b95b-f4621867d084","Arashin Cleric","oracle-id","true","legal","paper,mtgo"
"Arashin Foremost","oracle-0098","true","certified","creature-template","{1}{W}{W}","Creature — Human Warrior","W","581c2fb6-fcce-42c1-b198-1f8d62e862b1","Arashin Foremost","oracle-id","true","legal","paper,mtgo"
"Arasta of the Endless Web","legacy","true","certified-legacy","manual","{2}{G}{G}","Legendary Enchantment Creature — Spider","G","695eea46-1535-48c5-bbb6-0b8379e77bfc","Arasta of the Endless Web","canonical-name","true","legal","paper,mtgo"
"Araña, Heart of the Spider","oracle-0161","true","certified","creature-template","{1}{R}{W}","Legendary Creature — Spider Human Hero","RW","a16037f2-a0f6-465d-8d6e-cec34b4a6320","Araña, Heart of the Spider","oracle-id","true","legal","paper,mtgo,arena"
"Arbalest Elite","oracle-0098","true","certified","creature-template","{2}{W}{W}","Creature — Human Archer","W","1d79b7a8-2b4c-4893-afdb-879c74957288","Arbalest Elite","oracle-id","true","legal","paper,mtgo"
"Arbiter of Woe","oracle-0098","true","certified","creature-template","{4}{B}{B}","Creature — Demon","B","540693f3-985c-4a4a-945c-c957c5aad395","Arbiter of Woe","oracle-id","true","legal","paper,arena,mtgo"
"Arbor Adherent","legacy","true","certified-legacy","manual","{3}{G}","Creature — Dog Druid","G","9640225a-8f31-495f-b9de-53ed348ff24b","Arbor Adherent","canonical-name","true","legal","paper,mtgo"
"Arbor Armament","oracle-0047","true","certified","spell-template","{G}","Instant","G","504f21e8-82ac-4433-b5e9-640989480f58","Arbor Armament","oracle-id","true","legal","arena,paper"
"Arbor Colossus","oracle-0176","true","certified","creature-template","{2}{G}{G}{G}","Creature — Giant","G","bec585af-0c59-46a7-838f-d747c80a9e97","Arbor Colossus","oracle-id","true","legal","paper"
"Arbor Elf","legacy","true","certified-legacy","manual","{G}","Creature — Elf Druid","G","4567a528-75f0-4ea6-b927-3a500caf76ac","Arbor Elf","canonical-name","true","legal","paper,mtgo"
"Arborback Stomper","oracle-0004","true","certified","creature-template","{3}{G}{G}","Creature — Beast","G","a3f35e0f-bf7a-42bf-b612-ac3af3a33727","Arborback Stomper","oracle-id","true","legal","paper,mtgo"
"Arborea Pegasus","oracle-0027","true","certified","creature-template","{3}{W}","Creature — Pegasus","W","9a17452d-3adb-42ec-99f8-0083740cefa0","Arborea Pegasus","oracle-id","true","legal","arena,paper,mtgo"
"Arboreal Alliance","oracle-0127","true","certified","enchantment-template","{X}{G}{G}","Enchantment","G","2f497352-c812-48c4-a922-cc311bcdcdc6","Arboreal Alliance","oracle-id","true","legal","paper,mtgo"
"Arboreal Grazer","legacy","true","certified-legacy","manual","{G}","Creature — Sloth Beast","G","d18a0815-59d3-4667-b52b-9acda741215e","Arboreal Grazer","canonical-name","true","legal","paper,mtgo"
"Arboretum Elemental","oracle-0014","true","certified","creature-template","{7}{G}{G}","Creature — Elemental","G","1708d60d-30af-4184-bc95-2f7a7aed4a6e","Arboretum Elemental","oracle-id","true","legal","arena,paper,mtgo"
"Arc Lightning","oracle-0171","true","certified","spell-template","{2}{R}","Sorcery","R","5acc8b39-3c3e-4012-8cfd-ac3c2c4ca982","Arc Lightning","oracle-id","true","legal","paper,mtgo"
"Arc Mage","oracle-0171","true","certified","creature-template","{2}{R}","Creature — Human Spellshaper","R","011bb6cc-f1a1-4790-befc-373acabf63b8","Arc Mage","oracle-id","true","legal","paper,mtgo"
"Arc Reactor","oracle-0027","true","certified","artifact-template","{5}","Artifact","","55f7b005-31ea-4865-a8f3-460d15bed795","Arc Reactor","oracle-id","true","legal","paper,mtgo,arena"
"Arc Runner","oracle-0047","true","certified","creature-template","{2}{R}","Creature — Elemental Ox","R","9bbee1a5-2eb0-4fad-9524-4ad9cc5ca998","Arc Runner","oracle-id","true","legal","paper,mtgo"
"Arc Trail","oracle-0127","true","certified","spell-template","{1}{R}","Sorcery","R","f1c26b25-371e-4fbf-a43d-7fd59a364d3a","Arc Trail","oracle-id","true","legal","paper"
"Arcade Cabinet","legacy","true","certified-legacy","manual","{3}","Artifact","","a8e55287-f0df-46f2-a41d-27bea90216cc","Arcade Cabinet","canonical-name","true","legal","paper,mtgo"
"Arcades, the Strategist","oracle-0169","true","certified","creature-template","{1}{G}{W}{U}","Legendary Creature — Elder Dragon","GUW","e7fc5ad6-f2f0-4b06-a61b-05022db9d93b","Arcades, the Strategist","oracle-id","true","legal","arena,paper,mtgo"
"Arcane Bombardment","legacy","true","certified-legacy","manual","{4}{R}{R}","Enchantment","R","1e36a42f-58e2-49bc-8c14-7f75e1d8ef98","Arcane Bombardment","canonical-name","true","legal","paper,mtgo"
"Arcane Denial","legacy","true","certified-legacy","manual","{1}{U}","Instant","U","ab1cc360-b9de-48d9-9983-4dfe4a7d2a37","Arcane Denial","canonical-name","true","legal","paper,mtgo"
"Arcane Encyclopedia","oracle-0027","true","certified","artifact-template","{3}","Artifact — Book","","d91ea728-2d69-42cb-bb5d-e2b058f0d7b1","Arcane Encyclopedia","oracle-id","true","legal","paper"
"Arcane Epiphany","oracle-0068","true","certified","spell-template","{3}{U}{U}","Instant","U","fe1556cc-32d0-4e51-bb15-f3fce669a5e1","Arcane Epiphany","oracle-id","true","legal","paper,arena,mtgo"
"Arcane Flight","oracle-0014","true","certified","aura-template","{U}","Enchantment — Aura","U","40eee955-bec6-455a-addf-68cdb84c76b9","Arcane Flight","oracle-id","true","legal","arena,paper,mtgo"
"Arcane Infusion","oracle-0047","true","certified","spell-template","{U}{R}","Instant","RU","d5251d47-11de-41f7-9965-1f921e12d927","Arcane Infusion","oracle-id","true","legal","arena,paper,mtgo"
"Arcane Laboratory","oracle-0172","true","certified","enchantment-template","{2}{U}","Enchantment","U","f5e3c26c-c28c-455f-a682-2597e4b92d10","Arcane Laboratory","oracle-id","true","legal","paper,mtgo"
"Arcane Melee","oracle-0068","true","certified","enchantment-template","{4}{U}","Enchantment","U","9967b292-1239-4aed-b871-72e40d1f3e26","Arcane Melee","oracle-id","true","legal","paper,mtgo"
"Arcane Sanctum","legacy","true","certified-legacy","manual","","Land","WUB","7d7cf15c-06b9-4062-a1eb-32614c458a3b","Arcane Sanctum","canonical-name","true","legal","paper,mtgo"
"Arcane Signet","legacy","true","certified-legacy","manual","{2}","Artifact","","0bc7f093-bef0-4f1a-852c-4b75ebf54838","Arcane Signet","canonical-name","true","legal","paper,mtgo"
"Arcane Spyglass","oracle-0068","true","certified","artifact-template","{4}","Artifact","","c2fbdc80-ad5d-4fe0-a860-3e4f452e6302","Arcane Spyglass","oracle-id","true","legal","paper,mtgo"
"Arcane Subtraction","oracle-0047","true","certified","spell-template","{1}{U}","Instant","U","4b5806fa-430f-4b78-b874-63d01a8a9de5","Arcane Subtraction","oracle-id","true","legal","arena,paper,mtgo"
"Arcane Teachings","oracle-0068","true","certified","aura-template","{2}{R}","Enchantment — Aura","R","0b633017-bfdf-47cd-a60f-c93816b47e9c","Arcane Teachings","oracle-id","true","legal","paper,mtgo"
"Arcanis the Omnipotent","oracle-0127","true","certified","creature-template","{3}{U}{U}{U}","Legendary Creature — Wizard","U","8a7183cc-161c-444d-a889-a17519c8061b","Arcanis the Omnipotent","oracle-id","true","legal","paper,arena,mtgo"
"Arcanist's Owl","oracle-0047","true","certified","creature-template","{W/U}{W/U}{W/U}{W/U}","Artifact Creature — Bird","UW","4bd38337-fb79-4809-848a-308c682825d1","Arcanist's Owl","oracle-id","true","legal","paper"
"Arcbound Bruiser","oracle-0047","true","certified","creature-template","{5}","Artifact Creature — Golem","","51577a8b-28d6-4f9e-8d3f-6a1380270fab","Arcbound Bruiser","oracle-id","true","legal","paper,mtgo"
"Arcbound Condor","oracle-0047","true","certified","creature-template","{2}{B}{B}","Artifact Creature — Bird","B","d484be42-5dd4-49e0-afcd-2d3c1a2c3037","Arcbound Condor","oracle-id","true","legal","paper,mtgo,arena"
"Arcbound Crusher","oracle-0068","true","certified","creature-template","{4}","Artifact Creature — Juggernaut","","ee496b34-d8e0-482a-a2c2-3122ea376da0","Arcbound Crusher","oracle-id","true","legal","paper,mtgo"
"Arcbound Fiend","oracle-0173","true","certified","creature-template","{6}","Artifact Creature — Horror","","72e6cc74-0574-4421-a6b8-97d180484950","Arcbound Fiend","oracle-id","true","legal","paper,mtgo"
