"name","oracle_id","mana_cost","type_line","color_identity","layout","status","reason","semantic_class"
"Aven Courier","a01746f3-8e6f-47ce-a95b-e44556d1f73e","{1}{U}","Creature — Bird Advisor","U","normal","deferred","oracle-needs-explicit-semantics",""
"Aven Interrupter","d31fd12f-b4dd-4bc3-ace4-703dabd0f607","{1}{W}{W}","Creature — Bird Rogue","W","normal","deferred","oracle-needs-explicit-semantics",""
"Aven Mimeomancer","176c0ca2-0ca1-45e2-8412-86de5dbead48","{1}{W}{U}","Creature — Bird Wizard","UW","normal","deferred","oracle-needs-explicit-semantics",""
"Aven Mindcensor","d9517c5d-66d0-4178-96fb-a8c04f311ad8","{2}{W}","Creature — Bird Wizard","W","normal","deferred","oracle-needs-explicit-semantics",""
"Aven Soulgazer","e7ac8c1d-d298-4d57-8e0e-c60c7e61b247","{3}{W}{W}","Creature — Bird Cleric","W","normal","deferred","oracle-needs-explicit-semantics",""
"Aven Warcraft","c152f829-0452-407b-8020-023bf3d75c74","{2}{W}","Instant","W","normal","deferred","spell-needs-explicit-semantics",""
"Aven Warhawk","7d3e5d95-2658-4c1a-9ed3-df1f554d87ea","{4}{W}","Creature — Bird Soldier","W","normal","deferred","oracle-needs-explicit-semantics",""
"Aven Windreader","8406b724-a824-4905-83e0-a6c02d7f72e3","{3}{U}{U}","Creature — Bird Soldier Wizard","U","normal","deferred","oracle-needs-explicit-semantics",""
"Avenger en-Dal","62009b63-ca6c-4fb0-8c9a-eccdec51cb18","{1}{W}","Creature — Human Spellshaper","W","normal","deferred","oracle-needs-explicit-semantics",""
"Avenger of the Fallen","158d0272-a850-4399-8afa-d0caa143c3cb","{2}{B}","Creature — Human Warrior","B","normal","deferred","oracle-needs-explicit-semantics",""
"Avengers Assemble!","3477e1cc-46af-46f4-9ea2-bdf0bf1f880e","{4}{W}","Enchantment","W","normal","deferred","noncreature-needs-explicit-semantics",""
"Avengers: Under Siege","d911cf65-7273-4162-a766-7d4107699dc2","{2}{B}{R}","Enchantment — Saga","BR","saga","deferred","saga-chapter-needs-complete-semantics",""
"Avenging Arrow","6c29add6-8524-4a33-9f2e-f792032dd6cd","{2}{W}","Instant","W","normal","deferred","spell-needs-explicit-semantics",""
"Avenging Hunter","e0aa5e3d-17c0-4ac7-9d76-9ce579d1eb2b","{4}{G}","Creature — Dragon Ranger","G","normal","deferred","oracle-needs-explicit-semantics",""
"Averna, the Chaos Bloom","23695bc2-86d3-4d78-b374-9e83c4cc9cc4","{G}{U}{R}","Legendary Creature — Elemental Shaman","GRU","normal","deferred","oracle-needs-explicit-semantics",""
"Aviary Mechanic","b47d37ee-2bb2-4ca8-b245-94d2cc4b6684","{1}{W}","Creature — Dwarf Artificer","W","normal","deferred","oracle-needs-explicit-semantics",""
"Avid Reclaimer","a94bb381-74e2-488f-896d-a017a2b568ab","{2}{G}","Creature — Human Druid","GU","normal","deferred","mana-ability-needs-explicit-semantics",""
"Avishkar Raceway","e2c35551-1ba5-4424-baf9-821b49bbcc8c","","Land","","normal","deferred","land-needs-explicit-semantics",""
"Avizoa","91520db8-2d50-4c17-9f0e-2f92f63285f7","{3}{U}","Creature — Jellyfish","U","normal","deferred","oracle-needs-explicit-semantics",""
"Awaken the Ancient","0fd27f59-36ec-4235-8e1f-4a4a14972f4a","{1}{R}{R}{R}","Enchantment — Aura","R","normal","deferred","noncreature-needs-explicit-semantics",""
"Awaken the Erstwhile","06fa6719-aa4f-4857-8029-e42d01232645","{3}{B}{B}","Sorcery","B","normal","deferred","spell-needs-explicit-semantics",""
"Awaken the Sleeper","d4df1710-7402-45a7-966f-b51ddc087fbe","{3}{R}","Sorcery","R","normal","deferred","spell-needs-explicit-semantics",""
"Awakened Awareness","6629e5f3-ac59-48f8-b09c-3b98f59b9922","{X}{U}{U}","Enchantment — Aura","U","normal","deferred","noncreature-needs-explicit-semantics",""
"Awakener Druid","7e8f5b34-fd16-4307-9104-17b584b25b14","{2}{G}","Creature — Human Druid","G","normal","deferred","oracle-needs-explicit-semantics",""
"Awakening of Vitu-Ghazi","5c326102-005d-463c-b9f7-14b034b66baa","{3}{G}{G}","Instant","G","normal","deferred","spell-needs-explicit-semantics",""
"Awe Strike","994bcde3-4a76-403d-a6e1-88609a13a99c","{W}","Instant","W","normal","deferred","spell-needs-explicit-semantics",""
"Awesome Presence","d6efff61-2087-4f48-a8a8-6c465190dad9","{U}","Enchantment — Aura","U","normal","deferred","noncreature-needs-explicit-semantics",""
"Axebane Ferox","35b3ae1c-4116-49b0-89a9-7332fe9bbff0","{2}{G}{G}","Creature — Beast","G","normal","deferred","oracle-needs-explicit-semantics",""
"Axgard Artisan","ce8ec966-ecff-425e-944c-36dc8d4aef23","{1}{R}","Creature — Dwarf Artificer","R","normal","deferred","oracle-needs-explicit-semantics",""
"Axis of Mortality","158cb888-a115-4d50-a82f-746622f0578e","{4}{W}{W}","Enchantment","W","normal","deferred","noncreature-needs-explicit-semantics",""
"Ayara's Oathsworn","ff3936bb-3281-4260-84de-1f65dbfbe993","{1}{B}","Creature — Human Knight","B","normal","deferred","oracle-needs-explicit-semantics",""
"Ayara, Widow of the Realm // Ayara, Furnace Queen","f9ef90b9-a2b4-4a5b-92fb-2268ea7d709f","","Legendary Creature — Elf Noble // Legendary Creature — Phyrexian Elf Noble","BR","transform","deferred","double-faced-card-needs-complete-front-semantics",""
"Ayesha Tanaka","35e4ed0e-8ce2-4729-a009-0d6be8f47663","{W}{W}{U}{U}","Legendary Creature — Human Artificer","UW","normal","deferred","oracle-needs-explicit-semantics",""
"Ayesha Tanaka, Armorer","59fcd09c-4633-457e-b36a-488e94c1c941","{3}{W}{U}","Legendary Creature — Human Artificer","UW","normal","deferred","oracle-needs-explicit-semantics",""
"Ayumi, the Last Visitor","12acd466-deb9-4e68-b75b-aed86680b917","{3}{G}{G}","Legendary Creature — Spirit","G","normal","deferred","oracle-needs-explicit-semantics",""
"Azlask, the Swelling Scourge","55bc7f55-f73b-40b5-8912-9bf76c129ccc","{3}","Legendary Creature — Eldrazi","BGRUW","normal","deferred","oracle-needs-explicit-semantics",""
"Azog, Moria's Ruin","a8b018a7-0350-4ee0-9582-8d391018bdee","{2}{B}","Legendary Creature — Goblin Soldier","B","normal","deferred","oracle-needs-explicit-semantics",""
"Azor's Elocutors","45aeac84-4705-4179-be3f-b31bde844ea0","{3}{W/U}{W/U}","Creature — Human Advisor","UW","normal","deferred","oracle-needs-explicit-semantics",""
"Azor's Gateway // Sanctum of the Sun","c0cbb347-b060-43ce-a9c5-8c835be3cf1b","","Legendary Artifact // Legendary Land","","transform","deferred","double-faced-card-needs-complete-front-semantics",""
"Azor, the Lawbringer","89812139-9fc1-4fc9-b1d0-d07067d62083","{2}{W}{W}{U}{U}","Legendary Creature — Sphinx","UW","normal","deferred","oracle-needs-explicit-semantics",""
"Azorius Aethermage","12971527-aa8e-4517-9b00-71474caebfd0","{1}{W}{U}","Creature — Human Wizard","UW","normal","deferred","oracle-needs-explicit-semantics",""
"Azra Bladeseeker","ac4d065e-7eb6-4224-8a7c-e57f2c1a2733","{2}{R}","Creature — Azra Warrior","R","normal","deferred","oracle-needs-explicit-semantics",""
"Azra Oddsmaker","457470db-e664-4ca3-84ec-6cec2d4ae906","{1}{B}{R}","Creature — Azra Warrior","BR","normal","deferred","oracle-needs-explicit-semantics",""
"Azula, Cunning Usurper","7c9e351d-2e6c-4050-9c3d-b15bb9255a4d","{2}{U}{B}{B}","Legendary Creature — Human Noble Rogue","BU","normal","deferred","oracle-needs-explicit-semantics",""
"Azula, Ruthless Firebender","7139ead5-86f0-46ae-8a6d-ad66d0408f73","{2}{B}","Legendary Creature — Human Noble","B","normal","deferred","oracle-needs-explicit-semantics",""
"Azure Beastbinder","7bb51602-60e8-4730-b11c-2870d6b42e20","{1}{U}","Creature — Rat Rogue","U","normal","deferred","oracle-needs-explicit-semantics",""
"Azusa's Many Journeys // Likeness of the Seeker","02c60b8b-f665-4279-a00f-ae03991df4a6","","Enchantment — Saga // Enchantment Creature — Human Monk","G","transform","deferred","double-faced-card-needs-complete-front-semantics",""
"Ba Sing Se","de1ae205-ca5b-4d26-8194-ca85f1406e53","","Land","G","normal","deferred","land-needs-explicit-semantics",""
"Baaallerina","3bf3e503-0628-4550-84a9-7c1dd0a97457","{3}{U}","Creature — Sheep Performer","U","normal","deferred","oracle-needs-explicit-semantics",""
"Baba Lysaga, Night Witch","d6cd4aa1-ff3a-4453-8735-e5ace5cbe386","{1}{B}{G}","Legendary Creature — Human Warlock","BG","normal","deferred","oracle-needs-explicit-semantics",""
"Baboon Spirit","eb036e02-f43e-46a2-90f1-931579467c9b","{2}{U}","Creature — Monkey Spirit","U","normal","deferred","oracle-needs-explicit-semantics",""
"Back for More","670df8be-21cd-49d8-92e3-d7cc38b256d6","{4}{B}{G}","Instant","BG","normal","deferred","spell-needs-explicit-semantics",""
"Back for Seconds","ee3d21b9-58b4-480c-bae3-26de50f1a5c6","{2}{B}","Sorcery","B","normal","deferred","spell-needs-explicit-semantics",""
"Back from the Brink","704aaf92-590f-46d3-8b39-4ab84e1c766d","{4}{U}{U}","Enchantment","U","normal","deferred","noncreature-needs-explicit-semantics",""
"Back on Track","aaf46eaf-2e01-46ac-b79d-6b70739d11c2","{4}{B}","Sorcery","B","normal","deferred","spell-needs-explicit-semantics",""
"Backdraft","80734bb0-5032-4355-9304-49f4a4557aba","{1}{R}","Instant","R","normal","deferred","spell-needs-explicit-semantics",""
"Backdraft Hellkite","fcf9057a-4975-4a7d-85f5-3fdc80942fcd","{3}{R}{R}","Creature — Dragon","R","normal","deferred","oracle-needs-explicit-semantics",""
"Backlash","3db9bf7b-da4e-428f-aa5d-a0cd1afeb16c","{1}{B}{R}","Instant","BR","normal","deferred","spell-needs-explicit-semantics",""
"Backslide","6d9746bc-0b72-4ac4-b48a-742b63b1c41b","{1}{U}","Instant","U","normal","deferred","spell-needs-explicit-semantics",""
"Badgermole","2084a7f6-226b-4fb4-a30e-703f674d33b4","{4}{G}","Creature — Badger Mole","G","normal","deferred","oracle-needs-explicit-semantics",""
"Badgermole Cub","2b0afb89-0944-4861-b9c3-e909e2ac215e","{1}{G}","Creature — Badger Mole","G","normal","deferred","oracle-needs-explicit-semantics",""
"Baeloth Barrityl, Entertainer","33b401b1-cf94-4c7a-8a8a-426ac3d87bd0","{4}{R}","Legendary Creature — Elf Shaman","R","normal","deferred","oracle-needs-explicit-semantics",""
"Bag of Devouring","4443345d-a292-4394-97dd-0e6f4d9aedf7","{B}","Artifact","B","normal","deferred","noncreature-needs-explicit-semantics",""
"Bag of Holding","63c04040-e109-494e-baa6-c639a6c9a996","{1}","Artifact","","normal","deferred","noncreature-needs-explicit-semantics",""
"Bag of Tricks","f14ce7d7-6cfa-4f88-a381-d6e912c18b5d","{1}{G}","Artifact","G","normal","deferred","noncreature-needs-explicit-semantics",""
"Baird, Argivian Recruiter","1d078108-f88c-4a32-a28f-bae5182b2f53","{R}{W}","Legendary Creature — Human Soldier","RW","normal","deferred","oracle-needs-explicit-semantics",""
"Baird, Steward of Argive","69aa6809-5468-413a-94c9-562e6de93957","{2}{W}{W}","Legendary Creature — Human Soldier","W","normal","deferred","oracle-needs-explicit-semantics",""
"Baithook Angler // Hook-Haunt Drifter","c6bb4b41-8dae-429a-b928-ae9d39c74711","","Creature — Human Peasant // Creature — Spirit","U","transform","deferred","double-faced-card-needs-face-transition-semantics",""
"Bakersbane Duo","ecd9a0a4-1dfa-4d91-8339-062e2be4e5d9","{1}{G}","Creature — Squirrel Raccoon","G","normal","deferred","oracle-needs-explicit-semantics",""
"Baki's Curse","341a92b9-d6a0-499e-abb7-e2b7d7bc248c","{2}{U}{U}","Sorcery","U","normal","deferred","spell-needs-explicit-semantics",""
"Bala Ged Thief","3a020ae9-279b-4c6c-8d3d-90d7b335fa3c","{3}{B}","Creature — Human Rogue Ally","B","normal","deferred","oracle-needs-explicit-semantics",""
"Balamb Garden, SeeD Academy // Balamb Garden, Airborne","8b84fec5-617c-4088-8250-2ba1f1f9479a","","Land — Town // Legendary Artifact — Vehicle","GU","transform","deferred","transform-land-face-transition-needs-proof",""
"Balan, Wandering Knight","d12cfd46-73c2-4206-9a10-0d2e7d6ac87e","{2}{W}{W}","Legendary Creature — Cat Knight","W","normal","deferred","oracle-needs-explicit-semantics",""
"Balance of Power","c57ee68e-6832-4d4c-b710-fc03a2c10a9c","{3}{U}{U}","Sorcery","U","normal","deferred","spell-needs-explicit-semantics",""
"Balancing Act","4c68282b-776f-463a-9652-f611538c53ee","{2}{W}{W}","Sorcery","W","normal","deferred","spell-needs-explicit-semantics",""
"Balduvian Fallen","3f60a7ce-c714-4e87-a2d9-3710f2d610fa","{3}{B}","Creature — Zombie","BR","normal","deferred","oracle-needs-explicit-semantics",""
"Balduvian Shaman","3354c3d3-5713-4139-beb2-4fa17f6b47d9","{U}","Creature — Human Cleric Shaman","U","normal","deferred","oracle-needs-explicit-semantics",""
"Balduvian Warlord","f73d1525-ab0b-4772-9dfa-66e1c84c3ea4","{3}{R}","Creature — Human Barbarian","R","normal","deferred","oracle-needs-explicit-semantics",""
"Balefire Dragon","3d783beb-9ca6-4681-9276-fc3ad13b993f","{5}{R}{R}","Creature — Dragon","R","normal","deferred","oracle-needs-explicit-semantics",""
"Baleful Mastery","adfcdadd-ddda-477b-8e72-0cae2430fb63","{3}{B}","Instant","B","normal","deferred","spell-needs-explicit-semantics",""
"Baleful Stare","4135131d-4653-4767-ad1d-68c9bf393c3a","{2}{U}","Sorcery","U","normal","deferred","spell-needs-explicit-semantics",""
"Balemurk Leech","a511772c-3739-469d-a5a2-5827b7ce9b5c","{1}{B}","Creature — Leech","B","normal","deferred","oracle-needs-explicit-semantics",""
"Balin, Loremaster","0d420e41-43e9-41d6-832c-5a9f410c994e","{3}{R}{R}","Legendary Creature — Dwarf Bard","R","normal","deferred","oracle-needs-explicit-semantics",""
"Ballad of the Black Flag","e8e15ab4-e4c7-4faf-b469-288451ddee02","{1}{U}{U}","Enchantment — Saga","U","saga","deferred","saga-chapter-needs-complete-semantics",""
"Ballista Watcher // Ballista Wielder","b6811c31-fcd3-4d00-89d5-cf974575a87c","","Creature — Human Soldier Werewolf // Creature — Werewolf","R","transform","deferred","double-faced-card-needs-face-transition-semantics",""
"Balloon Stand","abb6f51b-2a14-44ac-8c19-e135c9deb1ea","","Artifact — Attraction","","normal","deferred","noncreature-needs-explicit-semantics",""
"Ballot Broker","e8df915f-f509-4c6c-9261-a5a16c3f06c5","{2}{W}","Creature — Human Advisor","W","normal","deferred","oracle-needs-explicit-semantics",""
"Ballroom Brawlers","c87dff29-fa4c-44f4-9de6-d85a347c1720","{3}{W}{W}","Creature — Human Warrior","W","normal","deferred","oracle-needs-explicit-semantics",""
"Balor","6f931c1e-f1d2-4dc7-a653-c29adfc8fb2c","{3}{R}{R}","Creature — Demon","R","normal","deferred","oracle-needs-explicit-semantics",""
"Baloth Cage Trap","1221bef9-5947-4c32-a74b-b60279bb79bf","{3}{G}{G}","Instant — Trap","G","normal","deferred","spell-needs-explicit-semantics",""
"Balshan Beguiler","928a7fbc-ba34-42a9-947e-0f3bf1cba152","{2}{U}","Creature — Human Wizard","U","normal","deferred","oracle-needs-explicit-semantics",""
"Balthier and Fran","570cb560-c246-4652-b230-ab34f966c78a","{1}{R}{G}","Legendary Creature — Human Rabbit","GR","normal","deferred","oracle-needs-explicit-semantics",""
"Balthor the Defiled","dfd8e6c2-e425-41fa-af55-985271f771b3","{2}{B}{B}","Legendary Creature — Zombie Dwarf","B","normal","deferred","oracle-needs-explicit-semantics",""
"Balustrade Wurm","2dd32fec-5bc3-4cc0-a9b4-814229a64914","{3}{G}{G}","Creature — Wurm","G","normal","deferred","oracle-needs-explicit-semantics",""
"Bamboozle","a1eccd85-d243-4d27-bf49-d3ac816159e4","{2}{U}","Sorcery","U","normal","deferred","spell-needs-explicit-semantics",""
"Bamboozling Beeble","b8645fe4-884b-4511-b138-ea4ba2eee943","{U}","Creature — Beeble","U","normal","deferred","oracle-needs-explicit-semantics",""
"Band Together","a8631e87-bfc3-463b-bdd1-974ea1d79ae4","{2}{G}","Instant","G","normal","deferred","spell-needs-explicit-semantics",""
"Bandit's Talent","bcbe879a-4609-4493-bd7d-47c26d27e83c","{1}{B}","Enchantment — Class","B","class","deferred","complex-layout",""
"Bane Alley Broker","4993e373-4b76-4582-a789-6a3123e7ca89","{1}{U}{B}","Creature — Human Rogue","BU","normal","deferred","oracle-needs-explicit-semantics",""
"Bane of Bala Ged","38839894-1706-4e11-8310-5ea8dd8866d9","{7}","Creature — Eldrazi","","normal","deferred","oracle-needs-explicit-semantics",""
"Bane's Contingency","8089c3eb-99a8-40ca-882a-c1d4e30075ee","{1}{U}{U}","Instant","U","normal","deferred","spell-needs-explicit-semantics",""
"Bane, Lord of Darkness","ca507eea-1b04-4488-813e-ca970640e227","{1}{W}{U}{B}","Legendary Creature — God","BUW","normal","deferred","oracle-needs-explicit-semantics",""
"Baneblade Scoundrel // Baneclaw Marauder","4f5da665-e880-4325-a9e2-6fc4ca1d807a","","Creature — Human Rogue Werewolf // Creature — Werewolf","B","transform","deferred","double-faced-card-needs-face-transition-semantics",""
"Banefire","5eff8a06-e0d6-435a-a7c0-db9f9d98636a","{X}{R}","Sorcery","R","normal","deferred","spell-needs-explicit-semantics",""
"Banewasp Affliction","c1cb870a-8c1f-435c-b678-e456c4d2d627","{1}{B}","Enchantment — Aura","B","normal","deferred","noncreature-needs-explicit-semantics",""
"Banewhip Punisher","d46c397c-e772-4a29-bbd2-1d7b47a461e8","{2}{B}","Creature — Human Warrior","B","normal","deferred","oracle-needs-explicit-semantics",""
"Banish into Fable","1f18e63d-ab1f-426c-afd5-ce89433394ca","{4}{W}{U}","Instant","UW","normal","deferred","spell-needs-explicit-semantics",""
"Banish to Another Universe","ae6ef097-bd52-4bf8-81a8-2e6c643fc805","{4}{W}","Enchantment","W","normal","deferred","noncreature-needs-explicit-semantics",""
"Banishment","9c9b3bf7-afb7-4e9b-bdbc-e2b4d5ba477f","{3}{W}","Enchantment","W","normal","deferred","noncreature-needs-explicit-semantics",""
"Banner of Kinship","8c220dbd-6572-4715-aae6-dd09a4252d68","{5}","Artifact","","normal","deferred","noncreature-needs-explicit-semantics",""
"Banon, the Returners' Leader","1b62e88f-d544-4c01-a5a2-1c185a3c9c1e","{R}{W}","Legendary Creature — Human Cleric Rebel","RW","normal","deferred","oracle-needs-explicit-semantics",""
"Banquet Guests","7f2579ef-0422-4cb1-a0f8-6ad0d942515b","{X}{G}{W}","Creature — Halfling Citizen","GW","normal","deferred","oracle-needs-explicit-semantics",""
"Bar the Gate","11f55ec5-b9a3-4670-8afb-31d29478fb59","{2}{U}","Instant","U","normal","deferred","spell-needs-explicit-semantics",""
"Barad-dûr","88159872-d37d-4847-b048-e4a9af6437bd","","Legendary Land","B","normal","deferred","land-needs-explicit-semantics",""
"Baral, Chief of Compliance","baf80db7-2ca8-4bfc-b5b6-25ed51878dd7","{1}{U}","Legendary Creature — Human Wizard","U","normal","deferred","oracle-needs-explicit-semantics",""
"Barbara Wright","0e61a062-f13a-4958-91de-909650c662a8","{1}{W}","Legendary Creature — Human Advisor","W","normal","deferred","oracle-needs-explicit-semantics",""
"Barbarian Bully","5a88f616-986d-4e97-9457-26c783489123","{2}{R}","Creature — Human Barbarian","R","normal","deferred","oracle-needs-explicit-semantics",""
"Barbarian Class","59faa1b9-17aa-4f2c-a8f8-17ab50392b36","{R}","Enchantment — Class","R","class","deferred","complex-layout",""
